code_id,code
69,"def remove(mod, persist=False, comment=True):
    t remove line from /boot/loader.conf but only
        comment it

    CLI Example:

    .. code-block:: bash

        salt  kmod.remove vmm
    cmd.run_allkldunload {0}retcodeError removing module {0}: {1}stderr'])"
70,"def make_payload(base, method, params):
    
    payload = {
        : ,
        : .format(**locals()),
        : utils.serialize_dict(params),
        : 1,
    }
    return payload"
71,"def recruit(self, n=1):
        
        logger.info(""Recruiting {} CLI participants"".format(n))
        urls = []
        template = ""{}/ad?recruiter={}&assignmentId={}&hitId={}&workerId={}&mode={}""
        for i in range(n):
            ad_url = template.format(
                get_base_url(),
                self.nickname,
                generate_random_id(),
                generate_random_id(),
                generate_random_id(),
                self._get_mode(),
            )
            logger.info(""{} {}"".format(NEW_RECRUIT_LOG_PREFIX, ad_url))
            urls.append(ad_url)

        return urls"
72,"def libvlc_media_player_set_agl(p_mi, drawable):
    
    f = _Cfunctions.get(, None) or \
        _Cfunction(, ((1,), (1,),), None,
                    None, MediaPlayer, ctypes.c_uint32)
    return f(p_mi, drawable)"
73,"def _init_solc_binary(version):
        

        if not version:
            return os.environ.get(""SOLC"") or ""solc""

        
        main_version = solc.main.get_solc_version_string()
        main_version_number = re.match(r""\d+.\d+.\d+"", main_version)
        if main_version is None:
            raise CriticalError(
                ""Could not extract solc version from string {}"".format(main_version)
            )
        if version == main_version_number:
            log.info(""Given version matches installed version"")
            solc_binary = os.environ.get(""SOLC"") or ""solc""
        else:
            solc_binary = util.solc_exists(version)
            if solc_binary:
                log.info(""Given version is already installed"")
            else:
                try:
                    solc.install_solc(""v"" + version)
                    solc_binary = util.solc_exists(version)
                    if not solc_binary:
                        raise SolcError()
                except SolcError:
                    raise CriticalError(
                        ""There was an error when trying to install the specified solc version""
                    )

            log.info(""Setting the compiler to %s"", solc_binary)

        return solc_binary"
74,"def update_hmet_card_file(hmet_card_file_path, new_hmet_data_path):
    
    hmet_card_file_path_temp = ""{0}_tmp"".format(hmet_card_file_path)
    try:
        remove(hmet_card_file_path_temp)
    except OSError:
        pass

    copy(hmet_card_file_path, hmet_card_file_path_temp)

    with io_open(hmet_card_file_path_temp, , newline=) as out_hmet_list_file:
        with open(hmet_card_file_path) as old_hmet_list_file:
            for date_path in old_hmet_list_file:
                out_hmet_list_file.write(u""{0}\n"".format(path.join(new_hmet_data_path,
                                                         path.basename(date_path))))
    try:
        remove(hmet_card_file_path)
    except OSError:
        pass

    rename(hmet_card_file_path_temp, hmet_card_file_path)"
75,"def earth_gyro(RAW_IMU,ATTITUDE):
    
    r = rotation(ATTITUDE)
    accel = Vector3(degrees(RAW_IMU.xgyro), degrees(RAW_IMU.ygyro), degrees(RAW_IMU.zgyro)) * 0.001
    return r * accel"
76,"def ls(obj=None):
    
    if obj is None:
        
        import builtins
        all = builtins.__dict__.copy()
        all.update(globals())
        objlst = sorted(conf.layers, key=lambda x:x.__name__)
        for o in objlst:
            print(""%-10s : %s"" %(o.__name__,o.name))
    else:
        if isinstance(obj, type) and issubclass(obj, Packet):
            for f in obj.fields_desc:
                print(""%-10s : %-20s = (%s)"" % (f.name, f.__class__.__name__,  repr(f.default)))
        elif isinstance(obj, Packet):
            for f in obj.fields_desc:
                print(""%-10s : %-20s = %-15s (%s)"" % (f.name, f.__class__.__name__, repr(getattr(obj,f.name)), repr(f.default)))
            if not isinstance(obj.payload, NoPayload):
                print(""--"")
                ls(obj.payload)
                

        else:
            print(""Not a packet class. Type  to list packet classes."")"
77,"def powerset(iterable):
    
    ""list(powerset([1,2,3])) --> [(), (1,), (2,), (3,), (1,2), (1,3), (2,3), (1,2,3)]""
    s = list(iterable)
    return chain.from_iterable(combinations(s, r) for r in range(len(s) + 1))"
78,"def exportTreeItem(self, sheet, cols, item):
        
        
        for c, col in enumerate(cols):
            data = unwrapVariant(item.data(Qt.EditRole, col))
            if data:
                sheet.write(self._currrow, c, nativestring(data))
            else:
                sheet.write(self._currrow, c, nativestring(item.text(col)))
        
        self._currrow += 1
        
        
        for c in range(item.childCount()):
            self.exportTreeItem(sheet, cols, item.child(c))"
79,"def insert(self, index, object):
        
        self._check(object.id)
        list.insert(self, index, object)
        
        _dict = self._dict
        for i, j in iteritems(_dict):
            if j >= index:
                _dict[i] = j + 1
        _dict[object.id] = index"
80,"def bbox(self):
        
        xmin = min(self.start.real, self.end.real)
        xmax = max(self.start.real, self.end.real)
        ymin = min(self.start.imag, self.end.imag)
        ymax = max(self.start.imag, self.end.imag)
        return xmin, xmax, ymin, ymax"
81,"def normalized_scalar_param_list(param, length, param_conv=None,
                                 keep_none=True, return_nonconv=False):
    
    length, length_in = int(length), length
    if length < 0:
        raise ValueError(
                         .format(length_in))

    param = np.array(param, dtype=object, copy=True, ndmin=1)
    nonconv_list = list(np.broadcast_to(param, (length,)))

    if len(nonconv_list) != length:
        raise ValueError(
                         .format(len(nonconv_list), length))

    if param_conv is None:
        out_list = list(nonconv_list)
    else:
        out_list = []
        for p in nonconv_list:
            if p is None and keep_none:
                out_list.append(p)
            else:
                out_list.append(param_conv(p))

    if return_nonconv:
        return out_list, nonconv_list
    else:
        return out_list"
82,"def get(cls, channel, start, end, bits=None, **kwargs):
        
        new = cls.DictClass.get([channel], start, end, **kwargs)[channel]
        if bits:
            new.bits = bits
        return new"
83,"def simplify_spline(self, path_indexes=None, smooth=.0002):
        
        return simplify.simplify_spline(self,
                                        path_indexes=path_indexes,
                                        smooth=smooth)"
84,"def get_attributes(self, attributes, default=):
        
        if isinstance(attributes, str):
            attributes = [attributes]

        attrs = [getattr(self, attr, default) for attr in attributes]

        if len(attrs) == 1:
            return attrs[0]

        return tuple(attrs)"
85,"def update(self, *data, **kwargs):
        
        updated_item_count = 0
        try:
            items = self.all()

            for item in items:
                item.update(*data, **kwargs)
                updated_item_count += 1
        except Exception:
            
            raise

        return updated_item_count"
86,"def name(self, decl_string):
        
        if not self.has_pattern(decl_string):
            return decl_string
        args_begin = decl_string.find(self.__begin)
        return decl_string[0: args_begin].strip()"
87,"def DeleteInstance(self, InstanceName, **extra):
        
        

        exc = None
        method_name = 

        if self._operation_recorders:
            self.operation_recorder_reset()
            self.operation_recorder_stage_pywbem_args(
                method=method_name,
                InstanceName=InstanceName,
                **extra)

        try:

            stats = self.statistics.start_timer(method_name)
            namespace = self._iparam_namespace_from_objectname(
                InstanceName, )
            instancename = self._iparam_instancename(InstanceName)

            self._imethodcall(
                method_name,
                namespace,
                InstanceName=instancename,
                has_return_value=False,
                **extra)
            return

        except (CIMXMLParseError, XMLParseError) as exce:
            exce.request_data = self.last_raw_request
            exce.response_data = self.last_raw_reply
            exc = exce
            raise
        except Exception as exce:
            exc = exce
            raise
        finally:
            self._last_operation_time = stats.stop_timer(
                self.last_request_len, self.last_reply_len,
                self.last_server_response_time, exc)
            if self._operation_recorders:
                self.operation_recorder_stage_result(None, exc)"
